uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor
Q8WTS6	-0.49528572	-0.3151121	-0.35757744	-0.70396674	-0.70911574	-0.46927276	-0.70396674	-0.58661973	SETD7	ENSG00000145391	22.4	19.0	99.7	38.2	SET domain containing 7, histone lysine methyltransferase	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9NUQ2	-0.45939603	-0.45578757	-0.42691624	-0.6682947	-0.6790967	-0.50529915	-0.6682947	-0.58679694	AGPAT5	ENSG00000155189	19.4	12.0	7.1	2.3	1-acylglycerol-3-phosphate O-acyltransferase 5	Enzymes, Metabolic proteins, Predicted membrane proteins	False
O94826	-0.51058125	-0.27346486	-0.39093092	-0.7026483	-0.71007645	-0.47126338	-0.7026483	-0.58695585	TOMM70	ENSG00000154174	16.0	31.8	62.2	36.3	Translocase of outer mitochondrial membrane 70	Predicted membrane proteins	False
Q9NX38	-0.5549685	-0.31383723	-0.4739133	-0.65841675	-0.72004485	-0.515691	-0.65841675	-0.5870539	ABITRAM	ENSG00000119328	16.3	16.3	12.8	14.7	Actin binding transcription modulator	Plasma proteins, Predicted intracellular proteins	False
O14832	-0.47964415	-0.40738243	-0.4413702	-0.67413855	-0.6723933	-0.5001975	-0.67413855	-0.58716804	PHYH	ENSG00000107537	13.6	29.7	453.0	118.4	Phytanoyl-CoA 2-hydroxylase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
O60637	-0.3898329	-0.42868063	-0.35569564	-0.7107015	-0.6863081	-0.46512932	-0.7107015	-0.5879154	TSPAN3	ENSG00000140391	197.1	279.4	402.0	101.9	Tetraspanin 3	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q86UY6	-0.51322186	-0.33392715	-0.3797809	-0.68664575	-0.73086965	-0.4894499	-0.68664575	-0.5880478	NAA40	ENSG00000110583	5.2	6.1	4.7	9.3	N-alpha-acetyltransferase 40, NatD catalytic subunit	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q9Y255	-0.52002585	-0.37804294	-0.46575373	-0.66553	-0.6805373	-0.5110899	-0.66553	-0.58831	PRELID1	ENSG00000169230	64.1	90.0	32.7	70.3	PRELI domain containing 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q99489	-0.4878244	-0.41283923	-0.45728436	-0.6570351	-0.7221173	-0.5200163	-0.6570351	-0.5885257	DDO	ENSG00000203797	6.0	3.3	10.2	17.2	D-aspartate oxidase	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
O75439	-0.43705156	-0.52056223	-0.3498606	-0.6711157	-0.7167328	-0.5060518	-0.6711157	-0.5885837	PMPCB	ENSG00000105819	19.5	20.0	31.3	43.0	Peptidase, mitochondrial processing subunit beta	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False
Q9H1C4	-0.5876576	-0.35083914	-0.5465174	-0.6452515	-0.64314485	-0.53203976	-0.6452515	-0.58864564	UNC93B1	ENSG00000110057	9.5	5.9	3.4	7.1	Unc-93 homolog B1, TLR signaling regulator	Disease related genes, Essential proteins, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	False
Q8WUG5	-0.58371234	-0.3426674	-0.49795634	-0.6521129	-0.68106383	-0.52634996	-0.6521129	-0.58923143	SLC22A17	ENSG00000092096	88.1	235.9	2.1	26.6	Solute carrier family 22 member 17	Predicted membrane proteins, Transporters	False
P29466	-0.49147254	-0.3931232	-0.43516254	-0.66214526	-0.74906754	-0.51720643	-0.66214526	-0.58967584	CASP1	ENSG00000137752	11.9	3.2	4.8	11.9	Caspase 1	Cancer-related genes, Enzymes, Predicted intracellular proteins	False
Q9Y570	-0.55653656	-0.3477243	-0.39904803	-0.67630124	-0.70944834	-0.5031893	-0.67630124	-0.5897453	PPME1	ENSG00000214517	17.9	39.7	34.3	20.1	Protein phosphatase methylesterase 1	Enzymes, Predicted intracellular proteins	False
P31943	-0.56241596	-0.25000897	-0.39372742	-0.70485944	-0.69268894	-0.47471032	-0.70485944	-0.58978486	HNRNPH1	ENSG00000169045	68.5	65.8	136.6	89.7	Heterogeneous nuclear ribonucleoprotein H1	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q7Z624	-0.5593232	-0.2811224	-0.48589826	-0.66965884	-0.713907	-0.5100627	-0.66965884	-0.5898608	CAMKMT	ENSG00000143919	6.4	11.4	7.2	4.6	Calmodulin-lysine N-methyltransferase	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	False
Q8NBD8	-0.5515946	-0.3773838	-0.56530225	-0.6450832	-0.64474326	-0.534756	-0.6450832	-0.58991957	TMEM229B	ENSG00000198133	5.9	10.9	0.4	1.1	Transmembrane protein 229B	Predicted membrane proteins	False
Q8N9F0	-0.6273767	-0.329435	-0.54372513	-0.644372	-0.6428648	-0.5358504	-0.644372	-0.5901112	NAT8L	ENSG00000185818	17.5	93.1	5.4	1.7	N-acetyltransferase 8 like	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	False
Q9UBE8	-0.617707	-0.31564125	-0.414508	-0.6680391	-0.7016391	-0.51237386	-0.6680391	-0.5902065	NLK	ENSG00000087095	19.6	44.9	6.1	10.7	Nemo like kinase	Enzymes, Predicted intracellular proteins	False
Q9NVA4	-0.5729439	-0.3508726	-0.502566	-0.66255987	-0.6490233	-0.51885146	-0.66255987	-0.59070563	TMEM184C	ENSG00000164168	8.8	14.6	13.8	13.3	Transmembrane protein 184C	Predicted membrane proteins	False
P29279	-0.446615	-0.39782488	-0.4993415	-0.670889	-0.69903743	-0.5107047	-0.670889	-0.5907968	CCN2	ENSG00000118523	13.3	14.7	49.6	361.9	Cellular communication network factor 2	Cancer-related genes, Plasma proteins, Predicted secreted proteins	False
Q9BY67	-0.4958996	-0.35806674	-0.3977661	-0.6894641	-0.7191765	-0.49272722	-0.6894641	-0.5910957	CADM1	ENSG00000182985	14.9	39.0	6.8	24.0	Cell adhesion molecule 1	Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9UQ53	-0.51327753	-0.41280907	-0.5034214	-0.6478731	-0.7095013	-0.5347523	-0.6478731	-0.5913127	MGAT4B	ENSG00000161013	23.3	43.6	43.4	100.2	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P35232	-0.4033598	-0.5152946	-0.38680452	-0.6991712	-0.6283695	-0.48345715	-0.6991712	-0.5913142	PHB1	ENSG00000167085	42.7	32.6	101.9	85.0	Prohibitin 1	Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters	False
P63220	-0.55392134	-0.36088765	-0.52032256	-0.6673564	-0.6274667	-0.51564956	-0.6673564	-0.59150296	RPS21	ENSG00000171858	976.8	1252.5	1922.4	885.4	Ribosomal protein S21	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False
P09936	-0.44691098	-0.42781815	-0.39672607	-0.68804413	-0.7090748	-0.4951325	-0.68804413	-0.5915883	UCHL1	ENSG00000154277	455.3	978.4	34.4	34.0	Ubiquitin C-terminal hydrolase L1	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9NVJ2	-0.45312423	-0.52835244	-0.28672484	-0.69290733	-0.6945843	-0.49069643	-0.69290733	-0.5918019	ARL8B	ENSG00000134108	57.8	75.1	98.5	51.7	ADP ribosylation factor like GTPase 8B	Enzymes, Predicted intracellular proteins	False
Q99536	-0.4568596	-0.48236448	-0.36218798	-0.6834821	-0.699767	-0.5002948	-0.6834821	-0.5918884	VAT1	ENSG00000108828	83.8	28.2	28.2	72.5	Vesicle amine transport 1	Plasma proteins, Predicted intracellular proteins	False
P42574	-0.504618	-0.4380178	-0.33277833	-0.6885122	-0.70931244	-0.49618164	-0.6885122	-0.5923469	CASP3	ENSG00000164305	9.9	11.2	13.2	12.7	Caspase 3	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	False
P34925	-0.55520874	-0.31122327	-0.38813096	-0.68937457	-0.7268174	-0.49534512	-0.68937457	-0.59235984	RYK	ENSG00000163785	9.8	8.7	23.7	28.4	Receptor like tyrosine kinase	Enzymes, Predicted membrane proteins	False
Q8NFZ8	-0.48241663	-0.43733412	-0.42812717	-0.6687588	-0.7164368	-0.5160787	-0.6687588	-0.5924188	CADM4	ENSG00000105767	203.4	105.2	7.1	11.5	Cell adhesion molecule 4	Predicted membrane proteins	False
Q8IWA5	-0.45784384	-0.5162011	-0.4792953	-0.66582626	-0.6240336	-0.5193435	-0.66582626	-0.59258485	SLC44A2	ENSG00000129353	83.2	63.2	136.6	67.6	Solute carrier family 44 member 2	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9H5J4	-0.45937687	-0.50536186	-0.41791892	-0.67490584	-0.6584432	-0.51027524	-0.67490584	-0.5925906	ELOVL6	ENSG00000170522	12.7	6.3	0.7	4.0	ELOVL fatty acid elongase 6	Enzymes, Metabolic proteins, Predicted membrane proteins	False
P34932	-0.48975956	-0.41064727	-0.31603616	-0.69261074	-0.7538754	-0.4925796	-0.69261074	-0.59259516	HSPA4	ENSG00000170606	23.5	35.5	50.8	41.4	Heat shock protein family A (Hsp70) member 4	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False
P53816	-0.51124746	-0.37280345	-0.44287848	-0.68358356	-0.6801616	-0.50177276	-0.68358356	-0.5926782	PLAAT3	ENSG00000176485	318.6	70.8	102.0	97.1	Phospholipase A and acyltransferase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins	False
Q16773	-0.41168904	-0.55978656	-0.34991616	-0.67569137	-0.7178813	-0.5098183	-0.67569137	-0.59275484	KYAT1	ENSG00000171097	10.1	13.8	11.9	9.5	Kynurenine aminotransferase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P54687	-0.46295103	-0.4024355	-0.41887042	-0.68401015	-0.7227175	-0.5017436	-0.68401015	-0.5928769	BCAT1	ENSG00000060982	5.0	7.0	0.7	1.7	Branched chain amino acid transaminase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q9Y3D8	-0.43079826	-0.4304121	-0.36404955	-0.6967955	-0.7307162	-0.48899403	-0.6967955	-0.5928948	AK6	ENSG00000085231	38.2	47.4	76.5	45.6	Adenylate kinase 6	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	False
P55011	-0.56741446	-0.4059282	-0.4460596	-0.6756214	-0.6241872	-0.51089734	-0.6756214	-0.59325933	SLC12A2	ENSG00000064651	25.7	17.4	14.4	5.7	Solute carrier family 12 member 2	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	False
Q8NHV5	-0.49123275	-0.4107812	-0.44879678	-0.68129313	-0.6706463	-0.5053643	-0.68129313	-0.5933287	MOSMO	ENSG00000185716	7.0	14.0	9.4	9.1	Modulator of smoothened	Predicted membrane proteins	False
Q9ULX7	-0.49050808	-0.3555734	-0.46018878	-0.6777104	-0.729746	-0.50900406	-0.6777104	-0.5933572	CA14	ENSG00000118298	43.3	7.2	31.6	8.1	Carbonic anhydrase 14	Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False
P52888	-0.48479003	-0.50349396	-0.3980236	-0.65505445	-0.7403874	-0.5316737	-0.65505445	-0.5933641	THOP1	ENSG00000172009	31.5	59.9	39.3	36.2	Thimet oligopeptidase 1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9UNE7	-0.57241726	-0.40792435	-0.37380734	-0.6708616	-0.71033776	-0.5161217	-0.6708616	-0.5934917	STUB1	ENSG00000103266	97.9	194.0	207.4	144.8	STIP1 homology and U-box containing protein 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
Q96JC1	-0.5118656	-0.34969655	-0.37289643	-0.6914966	-0.7492491	-0.49592692	-0.6914966	-0.59371173	VPS39	ENSG00000166887	13.0	26.5	34.5	26.5	VPS39 subunit of HOPS complex	Plasma proteins, Predicted intracellular proteins	False
Q6PK18	-0.5214888	-0.36994183	-0.5531502	-0.6630678	-0.6577698	-0.5255877	-0.6630678	-0.59432775	OGFOD3	ENSG00000181396	11.4	7.1	23.2	22.6	2-oxoglutarate and iron dependent oxygenase domain containing 3	Predicted intracellular proteins, Predicted membrane proteins	False
Q96CD2	-0.5022881	-0.47678602	-0.44698337	-0.65639865	-0.70500827	-0.53276646	-0.65639865	-0.59458256	PPCDC	ENSG00000138621	14.0	6.5	11.0	8.1	Phosphopantothenoylcysteine decarboxylase	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P61224	-0.5127848	-0.5491875	-0.25844282	-0.6819917	-0.7085062	-0.5072303	-0.6819917	-0.594611	RAP1B	ENSG00000127314	69.8	45.1	47.3	65.7	RAP1B, member of RAS oncogene family	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	False
Q15126	-0.5383641	-0.43919098	-0.50127006	-0.63870215	-0.7257704	-0.5511489	-0.63870215	-0.5949255	PMVK	ENSG00000163344	69.7	97.0	74.0	74.2	Phosphomevalonate kinase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
P51809	-0.4428538	-0.49487495	-0.3187646	-0.7070801	-0.67459977	-0.48277327	-0.7070801	-0.5949267	VAMP7	ENSG00000124333	29.5	22.1	20.9	18.4	Vesicle associated membrane protein 7	Predicted intracellular proteins, Predicted membrane proteins	False
O94905	-0.43880203	-0.447084	-0.39157242	-0.69847417	-0.69076383	-0.49205557	-0.69847417	-0.59526485	ERLIN2	ENSG00000147475	11.2	16.2	17.7	16.6	ER lipid raft associated 2	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters	False
P48444	-0.5727145	-0.3650759	-0.40485072	-0.6818313	-0.694022	-0.50916576	-0.6818313	-0.59549856	ARCN1	ENSG00000095139	58.6	47.6	45.8	68.9	Archain 1	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
P11049	-0.48784292	-0.35248804	-0.38973945	-0.7090731	-0.699993	-0.48251584	-0.7090731	-0.5957945	CD37	ENSG00000104894	27.2	6.1	1.8	4.9	CD37 molecule	CD markers, Predicted intracellular proteins, Predicted membrane proteins	False
P27635	-0.5990179	-0.34314075	-0.543116	-0.65210533	-0.6743185	-0.5398983	-0.65210533	-0.5960018	RPL10	ENSG00000147403	1815.8	1009.1	4611.4	2678.0	Ribosomal protein L10	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False
P07099	-0.4431314	-0.51530665	-0.3911266	-0.67507243	-0.7201446	-0.5174273	-0.67507243	-0.5962499	EPHX1	ENSG00000143819	68.8	132.6	138.7	92.3	Epoxide hydrolase 1	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
Q9BS26	-0.39207482	-0.42271256	-0.37311363	-0.71632344	-0.71966755	-0.47689214	-0.71632344	-0.5966078	ERP44	ENSG00000023318	5.4	7.4	5.9	11.8	Endoplasmic reticulum protein 44	Plasma proteins, Predicted intracellular proteins	False
Q15365	-0.56971896	-0.33621344	-0.4375726	-0.6858406	-0.6885559	-0.5080152	-0.6858406	-0.5969279	PCBP1	ENSG00000169564	179.8	144.4	754.8	213.9	Poly(rC) binding protein 1	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
O95427	-0.46036154	-0.45551074	-0.47882107	-0.6805254	-0.661193	-0.51397157	-0.6805254	-0.5972485	PIGN	ENSG00000197563	5.5	7.0	9.1	11.4	Phosphatidylinositol glycan anchor biosynthesis class N	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9BX95	-0.62396824	-0.35158685	-0.55325055	-0.64592427	-0.6660162	-0.54870546	-0.64592427	-0.59731483	SGPP1	ENSG00000126821	15.5	9.9	3.9	4.5	Sphingosine-1-phosphate phosphatase 1	Metabolic proteins, Predicted membrane proteins	False
P43034	-0.48362124	-0.5034066	-0.29574183	-0.69283676	-0.72853523	-0.5028262	-0.69283676	-0.5978315	PAFAH1B1	ENSG00000007168	35.1	98.0	73.8	47.9	Platelet activating factor acetylhydrolase 1b regulatory subunit 1	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
P08579	-0.51693684	-0.42533275	-0.35138625	-0.6924857	-0.7192264	-0.50322056	-0.6924857	-0.5978531	SNRPB2	ENSG00000125870	25.2	21.8	28.9	23.4	Small nuclear ribonucleoprotein polypeptide B2	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q6ZVK1	-0.5598908	-0.35255975	-0.55200696	-0.660133	-0.6800917	-0.5361373	-0.660133	-0.5981351	TMEM179	ENSG00000258986	18.7	48.2	0.1	0.7	Transmembrane protein 179	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9H920	-0.5842333	-0.39907008	-0.565465	-0.65353835	-0.6255473	-0.54357886	-0.65353835	-0.5985586	RNF121	ENSG00000137522	6.6	9.1	16.3	10.2	Ring finger protein 121	Enzymes, Predicted membrane proteins	False
Q6TCH4	-0.5822667	-0.38606292	-0.5756552	-0.6400974	-0.6851654	-0.5572876	-0.6400974	-0.5986925	PAQR6	ENSG00000160781	911.8	164.4	1.2	1.9	Progestin and adipoQ receptor family member 6	Predicted intracellular proteins, Predicted membrane proteins	False
P52565	-0.562466	-0.3468259	-0.48722813	-0.6709944	-0.7099687	-0.5266222	-0.6709944	-0.5988083	ARHGDIA	ENSG00000141522	195.5	201.5	129.1	177.8	Rho GDP dissociation inhibitor alpha	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
P01135	-0.5737319	-0.26554933	-0.52757084	-0.68852997	-0.6705002	-0.5093381	-0.68852997	-0.59893405	TGFA	ENSG00000163235	24.5	7.0	0.1	0.6	Transforming growth factor alpha	Cancer-related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	False
Q9HC21	-0.4490763	-0.52026504	-0.34683895	-0.7009438	-0.6735507	-0.49743274	-0.7009438	-0.59918827	SLC25A19	ENSG00000125454	9.6	8.5	13.6	10.0	Solute carrier family 25 member 19	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
A6NDG6	-0.53272694	-0.4646973	-0.46145827	-0.6568543	-0.7127658	-0.5429121	-0.6568543	-0.5998832	PGP	ENSG00000184207	10.7	31.6	35.0	28.3	Phosphoglycolate phosphatase	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q9Y315	-0.450069	-0.47151998	-0.4294039	-0.6860812	-0.7041677	-0.51379013	-0.6860812	-0.59993565	DERA	ENSG00000023697	19.3	11.8	26.1	16.9	Deoxyribose-phosphate aldolase	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q96NT5	-0.46727902	-0.51320994	-0.4577558	-0.6695803	-0.6842805	-0.5306313	-0.6695803	-0.60010576	SLC46A1	ENSG00000076351	9.4	7.3	3.3	4.3	Solute carrier family 46 member 1	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q92737	-0.58297515	-0.41055256	-0.48822165	-0.65131736	-0.71573746	-0.5493717	-0.65131736	-0.60034454	RASL10A	ENSG00000100276	5.2	30.9	0.7	3.9	RAS like family 10 member A	Enzymes, Predicted intracellular proteins	False
Q96CW1	-0.5587741	-0.498465	-0.38584852	-0.6655276	-0.69846976	-0.5353893	-0.6655276	-0.60045844	AP2M1	ENSG00000161203	162.9	362.0	149.2	317.7	Adaptor related protein complex 2 subunit mu 1	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False
